-0.004,0.001,0.693
-0.024,-0.048,0.582
-0.060,-0.020,0.550
-0.046,-0.060,0.478
-0.021,-0.089,0.426
-0.017,-0.068,0.456
-0.019,-0.030,0.452
0.006,-0.055,0.393
0.003,-0.134,0.369
-0.037,-0.186,0.399
-0.033,-0.213,0.488
-0.006,-0.179,0.589
0.020,-0.134,0.602
0.023,-0.084,0.701
0.016,-0.090,0.719
0.015,-0.047,0.772
0.028,-0.004,0.792
-0.002,-0.011,0.824
0.037,0.017,0.871
0.074,-0.006,0.907
0.066,0.017,0.961
0.044,-0.029,0.944
0.039,-0.005,0.958
0.089,-0.017,1.061
0.078,-0.002,1.155
0.075,0.044,1.222
0.086,0.094,1.288
0.054,0.165,1.379
0.035,0.198,1.416
0.033,0.197,1.486
0.046,0.222,1.535
0.064,0.139,1.495
0.068,0.100,1.414
0.074,0.080,1.352
0.041,0.074,1.318
0.026,0.092,1.287
0.036,0.104,1.297
0.040,0.117,1.317
0.019,0.098,1.276
-0.001,0.132,1.297
-0.002,0.142,1.310
0.020,0.101,1.278
-0.003,0.055,1.279
-0.017,0.037,1.271
-0.010,0.055,1.289
0.014,0.060,1.269
-0.009,0.063,1.288
0.007,0.072,1.218
0.013,0.022,1.191
0.004,0.096,1.186
0.038,0.105,1.062
0.020,0.096,1.015
0.008,0.138,1.103
-0.031,0.170,1.087
-0.031,0.149,1.007
0.002,0.053,0.855
0.000,-0.045,0.802
0.004,-0.070,0.760
-0.018,0.047,0.771
-0.007,0.061,0.721
-0.030,0.019,0.639
-0.069,-0.009,0.532
-0.087,0.016,0.544
-0.046,0.009,0.538
-0.010,-0.034,0.502
-0.026,-0.096,0.473
-0.059,-0.100,0.499
-0.080,-0.109,0.502
-0.057,-0.134,0.525
-0.019,-0.163,0.519
0.000,-0.190,0.564
-0.013,-0.157,0.564
-0.040,-0.097,0.622
-0.009,-0.092,0.653
0.010,-0.183,0.656
-0.021,-0.186,0.682
-0.023,-0.130,0.853
-0.020,-0.019,0.931
-0.008,0.082,0.938
-0.061,0.025,1.000
-0.016,-0.031,1.062
0.006,0.052,1.210
0.013,0.111,1.261
0.023,0.120,1.243
0.037,-0.018,1.054
0.047,-0.099,1.059
0.033,0.015,1.232
0.017,0.086,1.303
0.021,0.086,1.319
0.018,-0.022,1.129
0.046,-0.059,1.217
0.086,0.037,1.431
0.072,0.031,1.449
0.055,-0.018,1.370
0.020,-0.066,1.250
0.014,-0.094,1.227
0.023,-0.083,1.200
0.049,-0.085,1.150
0.054,-0.023,1.169
0.042,0.005,1.167
0.078,0.038,1.204
0.096,0.022,1.229
0.119,0.007,1.253
0.119,0.001,1.305
0.106,0.034,1.378
0.113,0.056,1.454
0.134,0.046,1.441
0.124,0.077,1.487
0.113,0.075,1.416
0.091,0.064,1.347
0.070,0.104,1.273
0.075,0.101,1.227
0.102,0.095,1.190
0.141,0.020,1.039
0.113,0.024,0.952
0.092,0.056,0.996
0.079,0.124,0.856
0.005,0.056,0.791
0.005,-0.043,0.711
0.011,-0.053,0.642
-0.027,-0.002,0.658
-0.002,-0.016,0.600
-0.021,-0.117,0.467
-0.050,-0.142,0.414
-0.088,-0.106,0.430
-0.090,-0.101,0.385
-0.037,-0.121,0.386
-0.024,-0.145,0.378
-0.039,-0.146,0.395
-0.032,-0.116,0.435
0.008,-0.160,0.518
-0.001,-0.146,0.550
0.012,-0.081,0.554
0.006,-0.044,0.640
0.035,-0.124,0.670
0.038,-0.115,0.716
0.069,-0.052,0.832
0.082,-0.016,0.865
0.074,0.086,0.922
0.061,0.055,0.924
0.097,-0.003,1.021
0.078,0.033,1.138
0.065,0.100,1.207
-0.032,0.115,1.299
-0.074,0.092,1.321
-0.040,0.079,1.417
-0.005,0.075,1.482
0.016,0.059,1.436
0.001,0.005,1.370
0.008,0.019,1.331
0.041,0.031,1.352
0.081,0.012,1.400
0.109,0.010,1.395
0.123,-0.013,1.321
0.116,0.022,1.284
0.117,0.047,1.260
0.113,0.059,1.288
0.110,0.100,1.286
0.087,0.116,1.285
0.076,0.104,1.345
0.070,0.068,1.371
0.067,0.078,1.397
0.050,0.127,1.446
0.034,0.137,1.473
0.018,0.070,1.421
0.030,0.010,1.279
0.096,-0.011,1.130
0.136,-0.020,1.118
0.139,-0.024,1.104
0.106,-0.024,1.158
0.126,-0.048,1.049
0.124,-0.029,1.035
0.050,0.041,0.966
0.041,0.038,0.858
0.031,0.024,0.761
0.012,0.060,0.652
-0.040,0.128,0.571
-0.007,0.104,0.503
0.061,0.027,0.453
0.031,-0.021,0.450
-0.016,-0.045,0.423
-0.018,-0.097,0.360
-0.045,-0.083,0.354
-0.050,-0.178,0.316
-0.059,-0.187,0.325
-0.042,-0.217,0.328
-0.009,-0.268,0.362
-0.017,-0.196,0.461
-0.008,-0.084,0.519
0.051,-0.013,0.485
0.096,-0.009,0.458
0.071,-0.032,0.589
0.046,-0.025,0.779
0.309,0.017,0.923
0.373,-0.093,1.033
0.145,0.062,1.201
0.051,0.118,1.333
-0.041,0.159,1.457
-0.172,0.158,1.570
-0.204,0.116,1.562
-0.162,-0.003,1.516
-0.172,0.015,1.573
-0.292,0.095,1.640
-0.229,0.080,1.580
-0.228,0.045,1.462
-0.224,0.007,1.324